test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
8val,q23,Military spending is a waste of money.,v9,D,D,SD,D,D,N,D
8val,q24,International aid is a waste of money.,v9,SD,D,D,D,D,D,D
8val,q25,My nation is great.,v9,A,SA,SA,A,A,N,A
8val,q26,Research should be conducted on an international scale.,v9,SA,SA,SA,SA,SA,A,A
8val,q27,Governments should be accountable to the international community.,v9,A,SA,D,A,A,A,A
8val,q28,"Even when protesting an authoritarian government, violence is not acceptable.",v9,A,SA,A,SA,A,A,A
8val,q29,My religious values should be spread as much as possible.,v9,D,A,D,N,D,N,D
8val,q30,Our nation's values should be spread as much as possible.,v9,D,A,D,A,N,N,A
8val,q31,It is very important to maintain law and order.,v9,SA,SA,SA,SA,SA,A,A
8val,q32,The general populace makes poor decisions.,v9,N,A,A,A,N,N,A
8val,q33,Physician-assisted suicide should be legal.,v9,A,A,A,SA,A,N,A
8val,q34,The sacrifice of some civil liberties is necessary to protect us from acts of terrorism.,v9,D,A,D,A,D,N,A
8val,q35,Government surveillance is necessary in the modern world.,v9,D,A,D,A,N,N,A
8val,q36,The very existence of the state is a threat to our liberty.,v9,D,A,D,D,D,N,D
8val,q37,"Regardless of political opinions, it is important to side with your country.",v9,D,A,D,A,D,N,A
8val,q38,All authority should be questioned.,v9,SA,SA,SA,SA,A,A,A
8val,q39,A hierarchical state is best.,v9,D,D,D,D,D,N,D
8val,q40,"It is important that the government follows the majority opinion, even if it is wrong.",v9,SD,D,SD,D,D,N,D
8val,q41,"The stronger the leadership, the better.",v9,D,A,D,A,D,N,A
8val,q42,Democracy is more than a decision-making process.,v9,SA,SA,SA,SA,SA,A,A
8val,q43,Environmental regulations are essential.,v9,SA,SA,A,SA,SA,A,SA
8val,q44,"A better world will come from automation, science, and technology.",v9,A,A,SA,SA,A,N,A
8val,q45,Children should be educated in religious or traditional values.,v9,A,A,D,A,D,N,A
8val,q46,Traditions are of no value on their own.,v9,SD,D,SD,D,D,N,D
8val,q47,Religion should play a role in government.,v9,SD,N,SD,D,D,N,D
8val,q48,Churches should be taxed the same way other institutions are taxed.,v9,SA,A,A,A,A,N,D
8val,q49,Climate change is currently one of the greatest threats to our way of life.,v9,SA,SA,A,SA,SA,A,A
8val,q50,It is important that we work as a united world to combat climate change.,v9,SA,SA,SA,SA,SA,SA,SA
8val,q51,Society was better many years ago than it is now.,v9,D,D,D,D,D,N,A
8val,q52,It is important that we maintain the traditions of our past.,v9,A,A,A,A,A,N,A
8val,q53,"It is important that we think in the long term, beyond our lifespans.",v9,SA,SA,SA,SA,SA,A,A
8val,q54,Reason is more important than maintaining our culture.,v9,A,A,SA,D,N,N,D
8val,q55,Drug use should be legalized or decriminalized.,v9,A,A,SA,A,A,N,D
8val,q56,Same-sex marriage should be legal.,v9,SA,SA,SA,SA,SA,A,A
8val,q57,No cultures are superior to others.,v9,SA,SA,SD,SA,A,A,A
8val,q58,Sex outside marriage is immoral.,v9,SD,D,SD,N,D,N,D
8val,q59,"If we accept migrants at all, it is important that they assimilate into our culture.",v9,A,A,SA,A,D,N,A
8val,q60,Abortion should be prohibited in most or all cases.,v9,SD,SD,D,SD,SD,N,D
8val,q61,Gun ownership should be prohibited for those without a valid reason.,v9,A,A,SD,A,A,N,A
8val,q62,"I support single-payer, universal healthcare.",v9,A,SA,D,SA,SA,N,A
8val,q63,Prostitution should be illegal.,v9,A,D,SD,D,D,N,D
8val,q64,Maintaining family values is essential.,v9,SA,SA,SA,SA,A,N,A
8val,q65,To chase progress at all costs is dangerous.,v9,SA,SA,SA,A,A,A,A
8val,q66,"Genetic modification is a force for good, even on humans.",v9,N,A,SA,A,A,N,D
8val,q67,We should open our borders to immigration.,v9,D,A,SD,A,A,N,D
8val,q68,Governments should be as concerned about foreigners as they are about their own citizens.,v9,D,A,SD,A,D,N,D
8val,q69,All people - regardless of factors like culture or sexuality - should be treated equally.,v9,SA,SA,SA,SA,SA,SA,SA
8val,q70,It is important that we further my group's goals above all others.,v9,SD,D,SD,D,D,N,D
