test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
pct,q6,Military action that defies international law is sometimes justified.,v9,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v9,A,SA,SA,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v9,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v9,D,A,A,A,D,D,D
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v9,A,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v9,A,SA,SD,SA,SA,D,A
pct,q12,"The freer the market, the freer the people.",v9,A,A,SA,A,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v9,A,SA,SD,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v9,A,SA,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v9,A,SA,SD,A,A,D,A
pct,q16,Protectionism is sometimes necessary in trade.,v9,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v9,SD,D,D,D,D,D,D
pct,q18,The rich are too highly taxed.,v9,SD,D,A,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v9,SD,A,A,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v9,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v9,A,SA,A,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v9,SD,SD,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v9,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v9,SD,D,A,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v9,D,A,SA,D,D,D,A
pct,q26,Schools should not make classroom attendance compulsory.,v9,SD,D,SD,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v9,SD,D,SD,SD,D,D,D
pct,q28,Good parents sometimes have to spank their children.,v9,D,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v9,A,SA,A,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v9,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v9,D,A,D,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v9,SD,SD,SD,SD,SD,SD,D
pct,q33,The most important thing for children to learn is to accept discipline.,v9,D,A,D,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v9,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v9,A,A,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v9,SD,A,D,D,D,A,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v9,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v9,SD,D,D,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v9,SD,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v9,A,A,A,A,D,D,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v9,SD,A,SD,D,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v9,SD,D,SD,SD,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v9,A,A,A,D,D,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v9,SD,D,D,SD,SD,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v9,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v9,D,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v9,A,A,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v9,SD,D,SD,SD,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v9,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v9,A,SA,SD,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v9,D,A,SD,A,D,A,A
pct,q52,Astrology accurately explains many things.,v9,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v9,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v9,SD,D,A,D,D,D,D
pct,q55,Some people are naturally unlucky.,v9,D,A,SD,D,D,D,A
pct,q56,It is important that my child’s school instills religious values.,v9,SD,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v9,SD,D,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v9,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v9,SA,SA,SA,SA,A,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v9,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v9,SD,SD,SD,SD,SD,D,D
pct,q62,These days openness about sex has gone too far.,v9,D,A,D,D,D,D,A
